1	0.445245
20	0.123123
40	0.233161
60	0.221934
80	0.079693
100	0.083557
120	0.197004
140	0.036828
160	0.160242
180	0.085967
200	0.053827
220	0.13951
240	0.045507
260	0.036891
280	0.053537
300	0.083998
320	0.169666
340	0.026857
360	0.085389
380	0.020856
400	0.058946
420	0.067646
440	0.101134
460	0.118202
480	0.064109
500	0.14386
520	0.131301
540	0.154757
560	0.175511
580	0.061176
600	0.058753
620	0.071464
640	0.026649
660	0.209679
680	0.141816
700	0.067751
720	0.136853
740	0.180798
760	0.131706
780	0.150982
800	0.144362
820	0.050317
840	0.139834
860	0.148278
880	0.051588
900	0.032926
920	0.047422
940	0.098474
960	0.043091
980	0.310885
1000	0.055834
1020	0.063586
1040	0.01544
1060	0.038787
1080	0.008334
1100	0.018453
1120	0.011334
1140	0.019272
1160	0.058421
1180	0.024425
1200	0.020279
1220	0.011245
1240	0.017293
1260	0.05832
1280	0.042895
1300	0.013654
1320	0.014714
1340	0.010736
1360	0.006658
1380	0.02596
1400	0.010541
1420	0.006053
1440	0.018253
1460	0.006516
1480	0.022493
1500	0.053716
1520	0.041601
1540	0.007627
1560	0.036505
1580	0.037154
1600	0.007651
1620	0.063949
1640	0.010522
1660	0.04156
1680	0.019021
1700	0.023651
1720	0.037091
1740	0.033919
1760	0.010437
1780	0.048819
1800	0.01068
1820	0.0383
1840	0.012483
1860	0.007109
1880	0.008259
1900	0.049174
1920	0.031916
1940	0.022994
1960	0.010629
1980	0.008584

