1	2.676489
20	1.34598
40	1.11461
60	0.804532
80	0.949382
100	0.362649
120	1.199652
140	0.80561
160	1.031109
180	0.165509
200	0.177892
220	0.295499
240	0.328642
260	0.309191
280	0.350282
300	0.25678
320	0.131905
340	0.130346
360	0.122726
380	0.102334
400	0.098927
420	0.217661
440	0.329526
460	0.112083
480	0.11589
500	0.173703
520	0.129001
540	0.162507
560	0.267725
580	0.269191
600	0.277007
620	0.158534
640	0.170705
660	0.15619
680	0.1422
700	0.153658
720	0.135844
740	0.136792
760	0.139895
780	0.125441
800	0.137907
820	0.130898
840	0.12685
860	0.114651
880	0.126472
900	0.135021
920	0.14699
940	0.132827
960	0.12299
980	0.127833
1000	0.095296
1020	0.134681
1040	0.122429
1060	0.122649
1080	0.111989
1100	0.110928
1120	0.109625
1140	0.112212
1160	0.097564
1180	0.133125
1200	0.115007
1220	0.110681
1240	0.116586
1260	0.119418
1280	0.110598
1300	0.107743
1320	0.119124
1340	0.114907
1360	0.121543
1380	0.100766
1400	0.106978
1420	0.107161
1440	0.110589
1460	0.119565
1480	0.105048
1500	0.08883
1520	0.095934
1540	0.104608
1560	0.110961
1580	0.113432
1600	0.109587
1620	0.105072
1640	0.10904
1660	0.126035
1680	0.101535
1700	0.112504
1720	0.105336
1740	0.090691
1760	0.097055
1780	0.087454
1800	0.114076
1820	0.115557
1840	0.114102
1860	0.094961
1880	0.108507
1900	0.103787
1920	0.104028
1940	0.097406
1960	0.11063
1980	0.092411
2000	0.110673
2020	0.083485
2040	0.091508
2060	0.09053
2080	0.095097
2100	0.094847
2120	0.090011
2140	0.095199
2160	0.091668
2180	0.088869
2200	0.093333
2220	0.093964
2240	0.09009
2260	0.092128
2280	0.087153
2300	0.089721
2320	0.088597
2340	0.093027
2360	0.088226
2380	0.087104
2400	0.089921
2420	0.088845
2440	0.090576
2460	0.082043
2480	0.085697
2500	0.085783
2520	0.087318
2540	0.0911
2560	0.088599
2580	0.087929
2600	0.086332
2620	0.090249
2640	0.090093
2660	0.089296
2680	0.090904
2700	0.092151
2720	0.08647
2740	0.089294
2760	0.086925
2780	0.087641
2800	0.084677
2820	0.085808
2840	0.124839
2860	0.083092
2880	0.090074
2900	0.086168
2920	0.08786
2940	0.085502
2960	0.08743
2980	0.086623
3000	0.087012
3020	0.087822
3040	0.082441
3060	0.088877
3080	0.081763
3100	0.087728
3120	0.083977
3140	0.083528
3160	0.079672
3180	0.088445
3200	0.082252
3220	0.083352
3240	0.080178
3260	0.078683
3280	0.078714
3300	0.080302
3320	0.083315
3340	0.081805
3360	0.081641
3380	0.08189

