1	1.463766
20	0.325184
40	1.128609
60	0.152249
80	1.433033
100	0.555454
120	1.371689
140	2.19939
160	1.767868
180	1.856231
200	0.953091
220	1.528847
240	0.829216
260	0.967547
280	1.132132
300	1.202309
320	0.518682
340	1.725614
360	1.563516
380	1.568524
400	0.68268
420	1.348884
440	0.780414
460	1.142522
480	1.19904
500	1.043893
520	1.890118
540	1.293288
560	0.289776
580	1.939676
600	1.590195
620	1.636123
640	0.377669
660	0.864892
680	0.910361
700	0.614173
720	0.130278
740	0.269314
760	0.061779
780	0.040628
800	0.15863
820	0.71666
840	0.255855
860	0.541412
880	0.196932
900	0.147974
920	0.024105
940	0.093422
960	0.068476
980	0.173943
1000	0.04035
1020	0.119647
1040	0.08504
1060	0.104724
1080	0.075154
1100	0.100764
1120	0.155171
1140	0.163223
1160	0.092622
1180	0.117277
1200	0.038488
1220	0.092288
1240	0.085075
1260	0.059617
1280	0.105601
1300	0.074101
1320	0.0994
1340	0.058362
1360	0.158127
1380	0.058728
1400	0.065183
1420	0.075249
1440	0.10583
1460	0.126679
1480	0.116248
1500	0.075591
1520	0.032381
1540	0.059921
1560	0.115317
1580	0.123786
1600	0.09898
1620	0.089506
1640	0.098609
1660	0.067516
1680	0.105159
1700	0.116167
1720	0.059006
1740	0.090149
1760	0.089583
1780	0.105381
1800	0.08992
1820	0.081935
1840	0.117504
1860	0.093986
1880	0.111829
1900	0.081795
1920	0.098302
1940	0.098286
1960	0.054622
1980	0.066668

