1	2.223236
20	0.957088
40	1.178975
60	0.862345
80	0.765046
100	0.227833
120	0.657476
140	0.409562
160	0.163059
180	0.263349
200	0.193793
220	0.204734
240	0.152406
260	0.156872
280	0.091145
300	0.003117
320	0.003101
340	0.003112
360	0.003057
380	0.00314
400	0.003102
420	0.003086
440	0.003109
460	0.003109
480	0.003058
500	0.003096
520	0.003089
540	0.003129
560	0.003067
580	0.00307
600	0.003061
620	0.003104
640	0.003101
660	0.003099
680	0.003117
700	0.003093
720	0.003119
740	0.003109
760	0.0031
780	0.00311
800	0.003092
820	0.003085
840	0.003106
860	0.003093
880	0.003072
900	0.003099
920	0.003076
940	0.003072
960	0.003098
980	0.003086
1000	0.003031
1020	0.003107
1040	0.003124
1060	0.003091
1080	0.003225
1100	0.003091
1120	0.003112
1140	0.003063
1160	0.003083
1180	0.003124
1200	0.003128
1220	0.003101
1240	0.003071
1260	0.003089
1280	0.003082
1300	0.003101
1320	0.003084
1340	0.003108
1360	0.003138
1380	0.003095
1400	0.003111
1420	0.003114
1440	0.003113
1460	0.003086
1480	0.003116
1500	0.003132
1520	0.003115
1540	0.003053
1560	0.003142
1580	0.003098
1600	0.003094
1620	0.003102
1640	0.003103
1660	0.00311
1680	0.003097
1700	0.003074
1720	0.003053
1740	0.003256
1760	0.003081
1780	0.003092
1800	0.003085
1820	0.003103
1840	0.003072
1860	0.003058
1880	0.003084
1900	0.003123
1920	0.003118
1940	0.003082
1960	0.003125
1980	0.003085

