1	1.6342
20	0.717111
40	0.588152
60	0.233308
80	0.264469
100	0.27326
120	0.170853
140	0.125649
160	0.120404
180	0.224529
200	0.198071
220	0.102538
240	0.097271
260	0.106868
280	0.146704
300	0.196636
320	0.174797
340	0.182822
360	0.129655
380	0.101011
400	0.08071
420	0.079569
440	0.083336
460	0.076782
480	0.083757
500	0.076536
520	0.070766
540	0.071271
560	0.06838
580	0.069045
600	0.076939
620	0.061313
640	0.056582
660	0.070242
680	0.056486
700	0.054659
720	0.053278
740	0.06029
760	0.065545
780	0.051468
800	0.059589
820	0.05629
840	0.055947
860	0.051477
880	0.04719
900	0.047271
920	0.053903
940	0.056133
960	0.049647
980	0.048905
1000	0.046247
1020	0.043448
1040	0.043225
1060	0.053302
1080	0.041959
1100	0.043163
1120	0.047545
1140	0.054341
1160	0.043573
1180	0.04194
1200	0.039001
1220	0.050484
1240	0.042131
1260	0.049661
1280	0.037954
1300	0.045902
1320	0.041493
1340	0.03777
1360	0.039736
1380	0.035167
1400	0.039653
1420	0.037698
1440	0.037344
1460	0.044159
1480	0.048841
1500	0.03346
1520	0.032952
1540	0.038818
1560	0.037406
1580	0.031638
1600	0.035743
1620	0.036506
1640	0.040606
1660	0.035535
1680	0.029571
1700	0.045479
1720	0.042884
1740	0.041333
1760	0.035095
1780	0.035516
1800	0.038222
1820	0.034429
1840	0.034733
1860	0.031861
1880	0.032517
1900	0.052506
1920	0.031166
1940	0.03647
1960	0.039066
1980	0.036014

