1	0.229578
20	0.139593
40	0.110982
60	0.128222
80	0.098844
100	0.107586
120	0.149151
140	0.047077
160	0.069405
180	0.052063
200	0.035245
220	0.025761
240	0.024643
260	0.026447
280	0.024207
300	0.062797
320	0.05105
340	0.016038
360	0.018801
380	0.015864
400	0.015362
420	0.038857
440	0.047891
460	0.037046
480	0.056504
500	0.054987
520	0.033067
540	0.055321
560	0.043286
580	0.019161
600	0.063484
620	0.075948
640	0.030184
660	0.045174
680	0.019455
700	0.036207
720	0.027728
740	0.026863
760	0.053717
780	0.104292
800	0.036106
820	0.09476
840	0.077717
860	0.018094
880	0.111841
900	0.119991
920	0.037302
940	0.100742
960	0.099161
980	0.016756
1000	0.117742
1020	0.101805
1040	0.021947
1060	0.015209
1080	0.06507
1100	0.129169
1120	0.05355
1140	0.112735
1160	0.056431
1180	0.033709
1200	0.193106
1220	0.046413
1240	0.017493
1260	0.018935
1280	0.017535
1300	0.017079
1320	0.018834
1340	0.020889
1360	0.015611
1380	0.032194
1400	0.018227
1420	0.016088
1440	0.019615
1460	0.028431
1480	0.026939
1500	0.017847
1520	0.030064
1540	0.031998
1560	0.040532
1580	0.02098
1600	0.02183
1620	0.015454
1640	0.022386
1660	0.025699
1680	0.019304
1700	0.025358
1720	0.028658
1740	0.025217
1760	0.017929
1780	0.024459
1800	0.033769
1820	0.020262
1840	0.019296
1860	0.03769
1880	0.019774
1900	0.018431
1920	0.031615
1940	0.016368
1960	0.038616
1980	0.022032

