1	1.772605
20	0.633685
40	0.415446
60	0.353878
80	2.200605
100	1.751975
120	2.583086
140	1.834795
160	1.418484
180	1.466153
200	0.358763
220	0.526107
240	0.871721
260	1.706804
280	2.74462
300	1.588985
320	2.311689
340	1.519315
360	0.731872
380	0.043535
400	1.6739
420	1.357462
440	0.412727
460	0.420265
480	0.342586
500	0.165372
520	0.175699
540	0.046763
560	0.613459
580	0.364906
600	0.139954
620	0.063768
640	0.343742
660	0.310128
680	0.187443
700	0.344476
720	0.036442
740	0.327129
760	0.157047
780	0.07316
800	0.187122
820	0.070898
840	0.290449
860	0.167607
880	0.129855
900	0.12333
920	0.011832
940	0.260745
960	0.026268
980	0.024605
1000	0.247775
1020	0.160918
1040	0.052945
1060	0.089775
1080	0.160875
1100	0.168954
1120	0.039172
1140	0.064427
1160	0.021026
1180	0.122053
1200	0.072945
1220	0.058454
1240	0.403652
1260	0.011682
1280	0.022134
1300	0.021789
1320	0.02187
1340	0.023493
1360	0.022398
1380	0.036031
1400	0.023304
1420	0.021877
1440	0.04527
1460	0.018708
1480	0.022961
1500	0.022316
1520	0.022153
1540	0.016866
1560	0.034272
1580	0.010552
1600	0.049341
1620	0.034883
1640	0.028271
1660	0.014774
1680	0.03852
1700	0.028952
1720	0.021156
1740	0.01615
1760	0.040137
1780	0.019059
1800	0.010172
1820	0.018079
1840	0.015062
1860	0.016336
1880	0.010756
1900	0.032671
1920	0.017277
1940	0.012557
1960	0.014127
1980	0.033881

